Keyword,Track.Name,Artist.Name,Genre,Beats.Per.Minute,Energy,Danceability,Loudness..dB..,Liveness,Valence.,Length.,Acousticness..,Speechiness.,Popularity,Type
a,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
a,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
a,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
a,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
a,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
A,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
a,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
