Keyword,Track.Name,Artist.Name,Genre,Beats.Per.Minute,Energy,Danceability,Loudness..dB..,Liveness,Valence.,Length.,Acousticness..,Speechiness.,Popularity,Type
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,I Don't Care with Justin Bieber,Ed Sheeran,pop,102,68,80,-5,9,84,220,9,4,84,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,Ransom,Lil Tecca,trap music,180,64,75,-6,7,23,131,2,29,92,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,How Do You Sleep?,Sam Smith,pop,111,68,48,-5,8,35,202,15,9,90,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,Old Town Road - Remix,Lil Nas X,country rap,136,62,88,-6,11,64,157,5,10,87,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,bad guy,Billie Eilish,electropop,135,43,70,-11,10,56,194,33,38,95,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Callaita,Bad Bunny,reggaeton,176,62,61,-5,24,24,251,60,31,93,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Loco Contigo feat. J. Balvin & Tyga,DJ Snake,dance pop,96,71,82,-4,15,38,185,28,7,86,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,88,stop
I,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
I,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
I,Otro Trago - Remix,Sech,panamanian pop,176,79,73,-2,6,76,288,7,20,87,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,Money In The Grave Drake ft. Rick Ross,Drake,canadian hip hop,101,50,83,-4,12,10,205,10,5,92,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,No Guidance feat. Drake,Chris Brown,dance pop,93,45,70,-7,16,14,261,12,15,82,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,LA CANCIÓN,J Balvin,latin,176,65,75,-6,11,43,243,15,32,90,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,48,76,-6,7,91,158,56,5,91,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Lalala,Y2K,canadian hip hop,130,39,84,-8,14,50,161,18,8,88,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Truth Hurts,Lizzo,escape room,158,62,72,-3,12,41,173,11,11,91,stop
I,Panini,Lil Nas X,country rap,154,59,70,-6,12,48,115,34,8,91,stop
